[Connect DataFile][1.1]
Date:	11.03.2026
Time:	11:54:29,321
Unit:	°C
Resolution:	0,037037
Values:	1
Time	Area 1	
00:18:56,369	509,0	
00:18:56,406	508,6	
00:18:56,443	508,3	
00:18:56,480	508,0	
00:18:56,517	508,0	
00:18:56,554	507,4	
00:18:56,591	507,0	
00:18:56,628	506,7	
00:18:56,665	506,7	
00:18:56,702	506,1	
00:18:56,739	505,7	
00:18:56,776	505,4	
00:18:56,813	505,4	
00:18:56,850	504,8	
00:18:56,887	504,5	
00:18:56,924	504,1	
00:18:56,961	504,1	
00:18:56,998	503,5	
00:18:57,035	503,2	
00:18:57,072	502,8	
00:18:57,109	502,8	
00:18:57,147	502,2	
00:18:57,184	501,9	
00:18:57,221	501,6	
00:18:57,258	501,6	
00:18:57,295	500,9	
00:18:57,332	500,6	
00:18:57,369	500,3	
00:18:57,406	499,9	
00:18:57,443	499,6	
00:18:57,480	499,3	
00:18:57,517	499,0	
00:18:57,554	498,7	
00:18:57,591	498,7	
00:18:57,628	498,0	
00:18:57,665	497,7	
00:18:57,702	497,4	
00:18:57,739	497,4	
00:18:57,776	496,7	
00:18:57,813	496,4	
00:18:57,850	496,1	
00:18:57,887	496,1	
00:18:57,924	495,4	
00:18:57,961	495,1	
00:18:57,998	494,8	
00:18:58,035	494,8	
00:18:58,072	494,1	
00:18:58,109	493,8	
00:18:58,147	493,5	
00:18:58,184	493,5	
00:18:58,221	492,9	
00:18:58,258	492,5	
00:18:58,295	492,2	
00:18:58,332	492,2	
00:18:58,369	491,6	
00:18:58,406	491,3	
00:18:58,443	490,9	
00:18:58,480	490,6	
00:18:58,517	490,3	
00:18:58,554	490,0	
00:18:58,591	489,6	
00:18:58,628	489,3	
00:18:58,665	489,3	
00:18:58,702	488,7	
00:18:58,739	488,4	
00:18:58,776	488,0	
00:18:58,813	488,0	
00:18:58,850	487,4	
00:18:58,887	487,1	
00:18:58,924	486,7	
00:18:58,961	486,7	
00:18:58,998	486,1	
00:18:59,035	485,8	
00:18:59,072	485,5	
00:18:59,109	485,5	
00:18:59,147	484,8	
00:18:59,184	484,5	
00:18:59,221	484,2	
00:18:59,258	484,2	
00:18:59,295	483,5	
00:18:59,332	483,2	
00:18:59,369	482,9	
00:18:59,406	482,6	
00:18:59,443	482,2	
00:18:59,480	481,9	
00:18:59,517	481,6	
00:18:59,554	481,3	
00:18:59,591	481,3	
00:18:59,628	480,6	
00:18:59,665	480,3	
00:18:59,702	480,0	
00:18:59,739	480,0	
00:18:59,776	479,3	
00:18:59,813	479,0	
00:18:59,850	478,7	
00:18:59,887	478,7	
00:18:59,924	478,0	
00:18:59,961	477,7	
00:18:59,998	477,4	
00:19:00,035	477,4	
00:19:00,072	476,8	
00:19:00,109	476,4	
00:19:00,147	476,1	
00:19:00,184	476,1	
00:19:00,221	475,5	
00:19:00,258	475,2	
00:19:00,295	474,8	
00:19:00,332	474,8	
00:19:00,369	474,2	
00:19:00,406	473,9	
00:19:00,443	473,5	
00:19:00,480	473,2	
00:19:00,517	472,9	
00:19:00,554	472,6	
00:19:00,591	472,3	
00:19:00,628	471,9	
00:19:00,665	471,9	
00:19:00,702	471,3	
00:19:00,739	471,0	
00:19:00,776	470,6	
00:19:00,813	470,6	
00:19:00,850	470,0	
00:19:00,887	469,7	
00:19:00,924	469,4	
00:19:00,961	469,4	
00:19:00,998	468,7	
00:19:01,035	468,4	
00:19:01,072	468,1	
00:19:01,109	468,1	
00:19:01,147	467,4	
00:19:01,184	467,1	
00:19:01,221	467,3	
00:19:01,258	467,3	
00:19:01,295	467,7	
00:19:01,332	467,9	
00:19:01,369	468,1	
00:19:01,406	468,1	
00:19:01,443	468,4	
00:19:01,480	468,6	
00:19:01,517	468,8	
00:19:01,554	469,0	
00:19:01,591	469,2	
00:19:01,628	469,4	
00:19:01,665	469,6	
00:19:01,702	469,8	
00:19:01,739	469,8	
00:19:01,776	470,2	
00:19:01,813	470,4	
00:19:01,850	470,5	
00:19:01,887	470,5	
00:19:01,924	470,9	
00:19:01,961	471,1	
00:19:01,998	471,3	
00:19:02,035	471,3	
00:19:02,072	471,7	
00:19:02,109	471,9	
00:19:02,147	472,1	
00:19:02,184	472,1	
00:19:02,221	472,5	
00:19:02,258	472,7	
00:19:02,295	472,8	
00:19:02,332	472,8	
00:19:02,369	473,2	
00:19:02,406	473,4	
00:19:02,443	473,6	
00:19:02,480	473,6	
00:19:02,517	474,0	
00:19:02,554	474,2	
00:19:02,591	474,4	
00:19:02,628	474,6	
00:19:02,665	474,8	
00:19:02,702	475,0	
00:19:02,739	475,1	
00:19:02,776	475,3	
00:19:02,813	475,3	
00:19:02,850	475,7	
00:19:02,887	475,9	
00:19:02,924	476,1	
00:19:02,961	476,1	
00:19:02,998	476,5	
00:19:03,035	476,7	
00:19:03,072	476,9	
00:19:03,109	476,9	
00:19:03,147	477,2	
00:19:03,184	477,4	
00:19:03,221	477,6	
00:19:03,258	477,6	
00:19:03,295	478,0	
00:19:03,332	478,2	
00:19:03,369	478,4	
00:19:03,406	478,4	
00:19:03,443	478,8	
00:19:03,480	479,0	
00:19:03,517	479,2	
00:19:03,554	479,2	
00:19:03,591	479,5	
00:19:03,628	479,7	
00:19:03,665	479,9	
00:19:03,702	480,1	
00:19:03,739	480,3	
00:19:03,776	480,5	
00:19:03,813	480,7	
00:19:03,850	480,9	
00:19:03,887	480,9	
00:19:03,924	481,3	
00:19:03,961	481,5	
00:19:03,998	481,7	
00:19:04,035	481,7	
00:19:04,072	482,0	
00:19:04,109	482,2	
00:19:04,147	482,4	
00:19:04,184	482,4	
00:19:04,221	482,8	
00:19:04,258	483,0	
00:19:04,295	483,2	
00:19:04,332	483,2	
00:19:04,369	483,6	
00:19:04,406	483,8	
00:19:04,443	484,0	
00:19:04,480	484,0	
00:19:04,517	484,3	
00:19:04,554	484,5	
00:19:04,591	484,7	
00:19:04,628	484,9	
00:19:04,665	485,1	
00:19:04,702	485,3	
00:19:04,739	485,5	
00:19:04,776	485,7	
00:19:04,813	485,7	
00:19:04,850	486,1	
00:19:04,887	486,3	
00:19:04,924	486,4	
00:19:04,961	486,4	
00:19:04,998	486,8	
00:19:05,035	487,0	
00:19:05,072	487,2	
00:19:05,109	487,2	
00:19:05,147	487,6	
00:19:05,184	487,8	
00:19:05,221	488,0	
00:19:05,258	488,0	
00:19:05,295	488,4	
00:19:05,332	488,5	
00:19:05,369	488,7	
00:19:05,406	488,7	
00:19:05,443	489,1	
00:19:05,480	489,3	
00:19:05,517	489,5	
00:19:05,554	489,5	
00:19:05,591	489,9	
00:19:05,628	490,1	
00:19:05,665	490,3	
00:19:05,702	490,5	
00:19:05,739	490,7	
00:19:05,776	490,8	
00:19:05,813	491,0	
00:19:05,850	491,2	
00:19:05,887	491,2	
00:19:05,924	491,6	
00:19:05,961	491,8	
00:19:05,998	492,0	
00:19:06,035	492,0	
00:19:06,072	492,4	
00:19:06,109	492,6	
00:19:06,147	492,8	
00:19:06,184	492,8	
00:19:06,221	493,1	
00:19:06,258	493,3	
00:19:06,295	493,5	
00:19:06,332	493,5	
00:19:06,369	493,9	
00:19:06,406	494,1	
00:19:06,443	494,3	
00:19:06,480	494,3	
00:19:06,517	494,7	
00:19:06,554	494,9	
00:19:06,591	495,1	
00:19:06,628	495,1	
00:19:06,665	495,4	
00:19:06,702	495,6	
00:19:06,739	495,8	
00:19:06,776	496,0	
00:19:06,813	496,2	
00:19:06,850	496,4	
00:19:06,887	496,6	
00:19:06,924	496,8	
00:19:06,961	496,8	
00:19:06,998	497,2	
00:19:07,035	497,4	
00:19:07,072	497,5	
00:19:07,109	497,5	
00:19:07,147	497,9	
00:19:07,184	498,1	
00:19:07,221	498,3	
00:19:07,258	498,3	
00:19:07,295	498,7	
00:19:07,332	498,9	
00:19:07,369	499,1	
00:19:07,406	499,1	
00:19:07,443	499,5	
00:19:07,480	499,7	
00:19:07,517	499,8	
00:19:07,554	499,8	
00:19:07,591	500,2	
00:19:07,628	500,4	
00:19:07,665	500,6	
00:19:07,702	500,6	
00:19:07,739	501,0	
00:19:07,776	501,2	
00:19:07,813	501,4	
00:19:07,850	501,6	
00:19:07,887	501,8	
00:19:07,924	502,0	
00:19:07,961	502,1	
00:19:07,998	502,3	
00:19:08,035	502,3	
00:19:08,072	502,7	
00:19:08,109	502,9	
00:19:08,147	503,1	
00:19:08,184	503,1	
00:19:08,221	503,5	
00:19:08,258	503,7	
00:19:08,295	503,9	
00:19:08,332	503,9	
00:19:08,369	504,3	
00:19:08,406	504,4	
00:19:08,443	504,6	
00:19:08,480	504,6	
00:19:08,517	505,0	
00:19:08,554	505,2	
00:19:08,591	505,4	
00:19:08,628	505,4	
00:19:08,665	505,4	
00:19:08,702	505,4	
00:19:08,739	505,4	
00:19:08,776	505,4	
00:19:08,813	505,4	
00:19:08,850	505,4	
00:19:08,887	505,4	
00:19:08,924	505,4	
00:19:08,961	505,4	
00:19:08,998	505,3	
00:19:09,035	505,3	
00:19:09,072	505,3	
00:19:09,109	505,3	
00:19:09,146	505,3	
00:19:09,184	505,3	
00:19:09,221	505,3	
00:19:09,258	505,3	
00:19:09,295	505,3	
00:19:09,332	505,3	
00:19:09,369	505,3	
00:19:09,406	505,3	
00:19:09,443	505,3	
00:19:09,480	505,3	
00:19:09,517	505,3	
00:19:09,554	505,3	
00:19:09,591	505,3	
00:19:09,628	505,3	
00:19:09,665	505,3	
00:19:09,702	505,3	
00:19:09,739	505,2	
00:19:09,776	505,2	
00:19:09,813	505,2	
00:19:09,850	505,2	
00:19:09,887	505,2	
00:19:09,924	505,2	
00:19:09,961	505,2	
00:19:09,998	505,2	
00:19:10,035	505,2	
00:19:10,072	505,2	
00:19:10,109	505,2	
00:19:10,146	505,2	
00:19:10,184	505,2	
00:19:10,221	505,2	
00:19:10,258	505,2	
00:19:10,295	505,2	
00:19:10,332	505,2	
00:19:10,369	505,2	
00:19:10,406	505,2	
00:19:10,443	505,2	
00:19:10,480	505,2	
00:19:10,517	505,1	
00:19:10,554	505,1	
00:19:10,591	505,1	
00:19:10,628	505,1	
00:19:10,665	505,1	
00:19:10,702	505,1	
00:19:10,739	505,1	
00:19:10,776	505,1	
00:19:10,813	505,1	
00:19:10,850	505,1	
00:19:10,887	505,1	
00:19:10,924	505,1	
00:19:10,961	505,1	
00:19:10,998	505,1	
00:19:11,035	505,1	
00:19:11,072	505,1	
00:19:11,109	505,1	
00:19:11,146	505,1	
00:19:11,184	505,1	
00:19:11,221	505,1	
00:19:11,258	505,1	
00:19:11,295	505,0	
00:19:11,332	505,0	
00:19:11,369	505,0	
00:19:11,406	505,0	
00:19:11,443	505,0	
00:19:11,480	505,0	
00:19:11,517	505,0	
00:19:11,554	505,0	
00:19:11,591	505,0	
00:19:11,628	505,0	
00:19:11,665	505,0	
00:19:11,702	505,0	
00:19:11,739	505,0	
00:19:11,776	505,0	
00:19:11,813	505,0	
00:19:11,850	505,0	
00:19:11,887	505,0	
00:19:11,924	505,0	
00:19:11,961	505,0	
00:19:11,998	505,0	
00:19:12,035	504,9	
00:19:12,072	504,9	
00:19:12,109	504,9	
00:19:12,146	504,9	
00:19:12,184	504,9	
00:19:12,221	504,9	
00:19:12,258	504,9	
00:19:12,295	504,9	
00:19:12,332	504,9	
00:19:12,369	504,9	
00:19:12,406	504,9	
00:19:12,443	504,9	
00:19:12,480	504,9	
00:19:12,517	504,9	
00:19:12,554	504,9	
00:19:12,591	504,9	
00:19:12,628	504,9	
00:19:12,665	504,9	
00:19:12,702	504,9	
00:19:12,739	504,9	
00:19:12,776	504,9	
00:19:12,813	504,8	
00:19:12,850	504,8	
00:19:12,887	504,8	
00:19:12,924	504,8	
00:19:12,961	504,8	
00:19:12,998	504,8	
00:19:13,035	504,8	
00:19:13,072	504,8	
00:19:13,109	504,8	
00:19:13,146	504,8	
00:19:13,184	504,8	
00:19:13,221	504,8	
00:19:13,258	504,8	
00:19:13,295	504,8	
00:19:13,332	504,8	
00:19:13,369	504,8	
00:19:13,406	504,8	
00:19:13,443	504,8	
00:19:13,480	504,8	
00:19:13,517	504,8	
00:19:13,554	504,8	
00:19:13,591	504,7	
00:19:13,628	504,7	
00:19:13,665	504,7	
00:19:13,702	504,7	
00:19:13,739	504,7	
00:19:13,776	504,7	
00:19:13,813	504,7	
00:19:13,850	504,7	
00:19:13,887	504,7	
00:19:13,924	504,7	
00:19:13,961	504,7	
00:19:13,998	504,7	
00:19:14,035	504,7	
00:19:14,072	504,7	
00:19:14,109	504,7	
00:19:14,146	504,7	
00:19:14,184	504,7	
00:19:14,221	504,7	
00:19:14,258	504,7	
00:19:14,295	504,6	
00:19:14,332	504,6	
00:19:14,369	504,6	
00:19:14,406	504,6	
00:19:14,443	504,6	
00:19:14,480	504,6	
00:19:14,517	504,6	
00:19:14,554	504,6	
00:19:14,591	504,6	
00:19:14,628	504,6	
00:19:14,665	504,6	
00:19:14,702	504,6	
00:19:14,739	504,6	
00:19:14,776	504,6	
00:19:14,813	504,6	
00:19:14,850	504,6	
00:19:14,887	504,6	
00:19:14,924	504,6	
00:19:14,961	504,6	
00:19:14,998	504,6	
00:19:15,035	504,6	
00:19:15,072	504,6	
00:19:15,109	504,5	
00:19:15,146	504,5	
00:19:15,184	504,5	
00:19:15,221	504,5	
00:19:15,258	504,5	
00:19:15,295	504,5	
00:19:15,332	504,5	
00:19:15,369	504,5	
00:19:15,406	504,5	
00:19:15,443	504,5	
00:19:15,480	504,5	
00:19:15,517	504,5	
00:19:15,554	504,5	
00:19:15,591	504,5	
00:19:15,628	504,5	
00:19:15,665	504,5	
00:19:15,702	504,5	
00:19:15,739	504,5	
00:19:15,776	504,5	
00:19:15,813	504,4	
00:19:15,850	504,4	
00:19:15,887	504,4	
00:19:15,924	504,4	
00:19:15,961	504,4	
00:19:15,998	504,4	
00:19:16,035	504,4	
00:19:16,072	504,4	
00:19:16,109	504,4	
00:19:16,146	504,4	
00:19:16,184	504,4	
00:19:16,221	504,4	
00:19:16,258	504,4	
00:19:16,295	504,4	
00:19:16,332	504,4	
00:19:16,369	504,4	
00:19:16,406	504,4	
00:19:16,443	504,4	
00:19:16,480	504,4	
00:19:16,517	504,4	
00:19:16,554	504,4	
00:19:16,591	504,3	
00:19:16,628	504,3	
00:19:16,665	504,3	
00:19:16,702	504,3	
00:19:16,739	504,3	
00:19:16,776	504,3	
00:19:16,813	504,3	
00:19:16,850	504,3	
00:19:16,887	504,3	
00:19:16,924	504,3	
00:19:16,961	504,3	
00:19:16,998	504,3	
00:19:17,035	504,3	
00:19:17,072	504,3	
00:19:17,109	504,3	
00:19:17,146	504,3	
00:19:17,184	504,3	
00:19:17,221	504,3	
00:19:17,258	504,3	
00:19:17,295	504,3	
00:19:17,332	504,2	
00:19:17,369	504,2	
00:19:17,406	504,2	
00:19:17,443	504,2	
00:19:17,480	504,2	
00:19:17,517	504,2	
00:19:17,554	504,2	
00:19:17,591	504,2	
00:19:17,628	504,2	
00:19:17,665	504,2	
00:19:17,702	504,2	
00:19:17,739	504,2	
00:19:17,776	504,2	
00:19:17,813	504,2	
00:19:17,850	504,2	
00:19:17,887	504,2	
00:19:17,924	504,2	
00:19:17,961	504,2	
00:19:17,998	504,2	
00:19:18,035	504,2	
00:19:18,072	504,2	
00:19:18,109	504,1	
00:19:18,146	504,1	
00:19:18,184	504,1	
00:19:18,221	504,1	
00:19:18,258	504,1	
00:19:18,295	504,1	
00:19:18,332	504,1	
00:19:18,369	504,1	
00:19:18,406	504,1	
00:19:18,443	504,1	
00:19:18,480	504,1	
00:19:18,517	504,1	
00:19:18,554	504,1	
00:19:18,591	504,1	
00:19:18,628	504,1	
00:19:18,665	504,1	
00:19:18,702	504,1	
00:19:18,739	504,1	
00:19:18,776	504,1	
00:19:18,813	504,1	
00:19:18,850	504,0	
00:19:18,887	504,0	
00:19:18,924	504,0	
00:19:18,961	504,0	
00:19:18,998	504,0	
00:19:19,035	504,0	
00:19:19,072	504,0	
00:19:19,109	504,0	
00:19:19,146	504,0	
00:19:19,184	504,0	
00:19:19,221	504,0	
00:19:19,258	504,0	
00:19:19,295	504,0	
00:19:19,332	504,0	
00:19:19,369	504,0	
00:19:19,406	504,0	
00:19:19,443	504,0	
00:19:19,480	504,0	
00:19:19,517	504,0	
00:19:19,554	504,0	
00:19:19,591	504,0	
00:19:19,628	503,9	
00:19:19,665	503,9	
00:19:19,702	503,9	
00:19:19,739	503,9	
00:19:19,776	503,9	
00:19:19,813	503,9	
00:19:19,850	503,9	
00:19:19,887	503,9	
00:19:19,924	503,9	
00:19:19,961	503,9	
00:19:19,998	503,9	
00:19:20,035	503,9	
00:19:20,072	503,9	
00:19:20,109	503,9	
00:19:20,146	503,9	
00:19:20,184	503,9	
00:19:20,221	503,9	
00:19:20,258	503,9	
00:19:20,295	503,9	
00:19:20,332	503,9	
00:19:20,369	503,8	
00:19:20,406	503,8	
00:19:20,443	503,8	
00:19:20,480	503,8	
00:19:20,517	503,8	
00:19:20,554	503,8	
00:19:20,591	503,8	
00:19:20,628	503,8	
00:19:20,665	503,8	
00:19:20,702	503,8	
00:19:20,739	503,8	
00:19:20,776	503,8	
00:19:20,813	503,8	
00:19:20,850	503,8	
00:19:20,887	503,8	
00:19:20,924	503,8	
00:19:20,961	503,8	
00:19:20,998	503,8	
00:19:21,035	503,8	
00:19:21,072	503,8	
00:19:21,109	503,8	
00:19:21,146	503,7	
00:19:21,184	503,7	
00:19:21,221	503,7	
00:19:21,258	503,7	
00:19:21,295	503,7	
00:19:21,332	503,7	
00:19:21,369	503,7	
00:19:21,406	503,7	
00:19:21,443	503,7	
00:19:21,480	503,7	
00:19:21,517	503,7	
00:19:21,554	503,7	
00:19:21,591	503,7	
00:19:21,628	503,7	
00:19:21,665	503,7	
00:19:21,702	503,7	
00:19:21,739	503,7	
00:19:21,776	503,7	
00:19:21,813	503,7	
00:19:21,850	503,7	
00:19:21,887	503,6	
00:19:21,924	503,6	
00:19:21,961	503,6	
00:19:21,998	503,6	
00:19:22,035	503,6	
00:19:22,072	503,6	
00:19:22,109	503,6	
00:19:22,146	503,6	
00:19:22,184	503,6	
00:19:22,221	503,6	
00:19:22,258	503,6	
00:19:22,295	503,6	
00:19:22,332	503,6	
00:19:22,369	503,6	
00:19:22,406	503,6	
00:19:22,443	503,6	
00:19:22,480	503,6	
00:19:22,517	503,6	
00:19:22,554	503,6	
00:19:22,591	503,6	
00:19:22,628	503,6	
00:19:22,665	503,5	
00:19:22,702	503,5	
00:19:22,739	503,5	
00:19:22,776	503,5	
00:19:22,813	503,5	
00:19:22,850	503,5	
00:19:22,887	503,5	
00:19:22,924	503,5	
00:19:22,961	503,5	
00:19:22,998	503,5	
00:19:23,035	503,5	
00:19:23,072	503,5	
00:19:23,109	503,5	
00:19:23,146	503,5	
00:19:23,184	503,5	
00:19:23,221	503,5	
00:19:23,258	503,5	
00:19:23,295	503,5	
00:19:23,332	503,5	
00:19:23,369	503,5	
00:19:23,406	503,4	
00:19:23,443	503,4	
00:19:23,480	503,4	
00:19:23,517	503,4	
00:19:23,554	503,4	
00:19:23,591	503,4	
00:19:23,628	503,4	
00:19:23,665	503,4	
00:19:23,702	503,4	
00:19:23,739	503,4	
00:19:23,776	503,4	
00:19:23,813	503,4	
00:19:23,850	503,4	
00:19:23,887	503,4	
00:19:23,924	503,4	
00:19:23,961	503,4	
00:19:23,998	503,4	
00:19:24,035	503,4	
00:19:24,072	503,4	
00:19:24,109	503,4	
00:19:24,146	503,4	
00:19:24,184	503,3	
00:19:24,221	503,3	
00:19:24,258	503,3	
00:19:24,295	503,3	
00:19:24,332	503,3	
00:19:24,369	503,3	
00:19:24,406	503,3	
00:19:24,443	503,3	
00:19:24,480	503,3	
00:19:24,517	503,3	
00:19:24,554	503,3	
00:19:24,591	503,3	
00:19:24,628	503,3	
00:19:24,665	503,3	
00:19:24,702	503,3	
00:19:24,739	503,3	
00:19:24,776	503,3	
00:19:24,813	503,3	
00:19:24,850	503,3	
00:19:24,887	503,3	
00:19:24,924	503,3	
00:19:24,961	503,2	
00:19:24,998	503,2	
00:19:25,035	503,2	
00:19:25,072	503,2	
00:19:25,109	503,2	
00:19:25,146	503,2	
00:19:25,184	503,2	
00:19:25,221	503,2	
00:19:25,258	503,2	
00:19:25,295	503,2	
00:19:25,332	503,2	
00:19:25,369	503,2	
00:19:25,406	503,2	
00:19:25,443	503,2	
00:19:25,480	503,2	
00:19:25,517	503,2	
00:19:25,554	503,2	
00:19:25,591	503,2	
00:19:25,628	503,2	
00:19:25,665	503,2	
00:19:25,702	503,1	
00:19:25,739	503,1	
00:19:25,776	503,1	
00:19:25,813	503,1	
00:19:25,850	503,1	
00:19:25,887	503,1	
00:19:25,924	503,1	
00:19:25,961	503,1	
00:19:25,998	503,1	
00:19:26,035	503,1	
00:19:26,072	503,1	
00:19:26,109	503,1	
00:19:26,146	503,1	
00:19:26,184	503,1	
00:19:26,221	503,1	
00:19:26,258	503,1	
00:19:26,295	503,1	
00:19:26,332	503,1	
00:19:26,369	503,1	
00:19:26,406	503,1	
00:19:26,443	503,1	
00:19:26,480	503,0	
00:19:26,517	503,0	
00:19:26,554	503,0	
00:19:26,591	503,0	
00:19:26,628	503,0	
00:19:26,665	503,0	
00:19:26,702	503,0	
00:19:26,739	503,0	
00:19:26,776	503,0	
00:19:26,813	503,0	
00:19:26,850	503,0	
00:19:26,887	503,0	
00:19:26,924	503,0	
00:19:26,961	503,0	
00:19:26,998	503,0	
00:19:27,035	503,0	
00:19:27,072	503,0	
00:19:27,109	503,0	
00:19:27,146	503,0	
00:19:27,184	503,0	
00:19:27,221	503,0	
00:19:27,258	502,9	
00:19:27,295	502,9	
00:19:27,332	502,9	
00:19:27,369	502,9	
00:19:27,406	502,9	
00:19:27,443	502,9	
00:19:27,480	502,9	
00:19:27,517	502,9	
00:19:27,554	502,9	
00:19:27,591	502,9	
00:19:27,628	502,9	
00:19:27,665	502,9	
00:19:27,702	502,9	
00:19:27,739	502,9	
00:19:27,776	502,9	
00:19:27,813	502,9	
00:19:27,850	502,9	
00:19:27,887	502,9	
00:19:27,924	502,9	
00:19:27,961	502,8	
00:19:27,998	502,8	
00:19:28,035	502,8	
00:19:28,072	502,8	
00:19:28,109	502,8	
00:19:28,146	502,8	
00:19:28,184	502,8	
00:19:28,221	502,8	
00:19:28,258	502,8	
00:19:28,295	502,8	
00:19:28,332	502,8	
00:19:28,369	502,8	
00:19:28,406	502,8	
00:19:28,443	502,8	
00:19:28,480	502,8	
00:19:28,517	502,8	
00:19:28,554	502,8	
00:19:28,591	502,8	
00:19:28,628	502,9	
00:19:28,665	502,9	
00:19:28,702	502,9	
00:19:28,739	502,9	
00:19:28,776	502,9	
00:19:28,813	502,9	
00:19:28,850	502,9	
00:19:28,887	502,9	
00:19:28,924	502,9	
00:19:28,961	502,9	
00:19:28,998	502,9	
00:19:29,035	502,9	
00:19:29,072	502,9	
00:19:29,109	503,0	
00:19:29,146	503,0	
00:19:29,184	503,0	
00:19:29,221	503,0	
00:19:29,258	503,0	
00:19:29,295	503,0	
00:19:29,332	503,0	
00:19:29,369	503,0	
00:19:29,406	503,0	
00:19:29,443	503,0	
00:19:29,480	503,0	
00:19:29,517	503,0	
00:19:29,554	503,1	
00:19:29,591	503,1	
00:19:29,628	503,1	
00:19:29,665	503,1	
00:19:29,702	503,1	
00:19:29,739	503,1	
00:19:29,776	503,1	
00:19:29,813	503,1	
00:19:29,850	503,1	
00:19:29,887	503,1	
00:19:29,924	503,1	
00:19:29,961	503,1	
00:19:29,998	503,1	
00:19:30,035	503,2	
00:19:30,072	503,2	
00:19:30,109	503,2	
00:19:30,146	503,2	
00:19:30,184	503,2	
00:19:30,221	503,2	
00:19:30,258	503,2	
00:19:30,295	503,2	
00:19:30,332	503,2	
00:19:30,369	503,2	
00:19:30,406	503,2	
00:19:30,443	503,2	
00:19:30,480	503,3	
00:19:30,517	503,3	
00:19:30,554	503,3	
00:19:30,591	503,3	
00:19:30,628	503,3	
00:19:30,665	503,3	
00:19:30,702	503,3	
00:19:30,739	503,3	
00:19:30,776	503,3	
00:19:30,813	503,3	
00:19:30,850	503,3	
00:19:30,887	503,3	
00:19:30,924	503,3	
00:19:30,961	503,4	
00:19:30,998	503,4	
00:19:31,035	503,4	
00:19:31,072	503,4	
00:19:31,109	503,4	
00:19:31,146	503,4	
00:19:31,184	503,4	
00:19:31,221	503,4	
00:19:31,258	503,4	
00:19:31,295	503,4	
00:19:31,332	503,4	
00:19:31,369	503,4	
00:19:31,406	503,5	
00:19:31,443	503,5	
00:19:31,480	503,5	
00:19:31,517	503,5	
00:19:31,554	503,5	
00:19:31,591	503,5	
00:19:31,628	503,5	
00:19:31,665	503,5	
00:19:31,702	503,5	
00:19:31,739	503,5	
00:19:31,776	503,5	
00:19:31,813	503,5	
00:19:31,850	503,5	
00:19:31,887	503,6	
00:19:31,924	503,6	
00:19:31,961	503,6	
00:19:31,998	503,6	
00:19:32,035	503,6	
00:19:32,072	503,6	
00:19:32,109	503,6	
00:19:32,146	503,6	
00:19:32,184	503,6	
00:19:32,221	503,6	
00:19:32,258	503,6	
00:19:32,295	503,6	
00:19:32,332	503,6	
00:19:32,369	503,7	
00:19:32,406	503,7	
00:19:32,443	503,7	
00:19:32,480	503,7	
00:19:32,517	503,7	
00:19:32,554	503,7	
00:19:32,591	503,7	
00:19:32,628	503,7	
00:19:32,665	503,7	
00:19:32,702	503,7	
00:19:32,739	503,7	
00:19:32,776	503,7	
00:19:32,813	503,7	
00:19:32,850	503,8	
00:19:32,887	503,8	
00:19:32,924	503,8	
00:19:32,961	503,8	
00:19:32,998	503,8	
00:19:33,035	503,8	
00:19:33,072	503,8	
00:19:33,109	503,8	
00:19:33,146	503,8	
00:19:33,184	503,8	
00:19:33,221	503,8	
00:19:33,258	503,8	
00:19:33,295	503,8	
00:19:33,332	503,9	
00:19:33,369	503,9	
00:19:33,406	503,9	
00:19:33,443	503,9	
00:19:33,480	503,9	
00:19:33,517	503,9	
00:19:33,554	503,9	
00:19:33,591	503,9	
00:19:33,628	503,9	
00:19:33,665	503,9	
00:19:33,702	503,9	
00:19:33,739	503,9	
00:19:33,776	504,0	
00:19:33,813	504,0	
00:19:33,850	504,0	
00:19:33,887	504,0	
00:19:33,924	504,0	
00:19:33,961	504,0	
00:19:33,998	504,0	
00:19:34,035	504,0	
00:19:34,072	504,0	
00:19:34,109	504,0	
00:19:34,146	504,0	
00:19:34,184	504,0	
00:19:34,221	504,0	
00:19:34,258	504,1	
00:19:34,295	504,1	
00:19:34,332	504,1	
00:19:34,369	504,1	
00:19:34,406	504,1	
00:19:34,443	504,1	
00:19:34,480	504,1	
00:19:34,517	504,1	
00:19:34,554	504,0	
00:19:34,591	504,0	
00:19:34,628	503,9	
00:19:34,665	503,9	
00:19:34,702	503,8	
00:19:34,739	503,8	
00:19:34,776	503,7	
00:19:34,813	503,7	
00:19:34,850	503,6	
00:19:34,887	503,6	
00:19:34,924	503,5	
00:19:34,961	503,5	
00:19:34,998	503,4	
00:19:35,035	503,4	
00:19:35,072	503,3	
00:19:35,109	503,3	
00:19:35,146	503,2	
00:19:35,184	503,2	
00:19:35,221	503,2	
00:19:35,258	503,1	
00:19:35,295	503,0	
00:19:35,332	503,0	
00:19:35,369	503,0	
00:19:35,406	502,9	
00:19:35,443	502,8	
00:19:35,480	502,8	
00:19:35,517	502,8	
00:19:35,554	502,7	
00:19:35,591	502,6	
00:19:35,628	502,6	
00:19:35,665	502,6	
00:19:35,702	502,5	
00:19:35,739	502,4	
00:19:35,776	502,4	
00:19:35,813	502,4	
00:19:35,850	502,3	
00:19:35,887	502,2	
00:19:35,924	502,2	
00:19:35,961	502,2	
00:19:35,998	502,1	
